ActivityStartDate,mo,day,date,MonitoringLocationIdentifier,HydrologicCondition,HydrologicEvent,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure2,ResultMeasure_MeasureUnitCode,ResultStatusIdentifier,HUCEightDigitCode,DrainageAreaMeasure_MeasureValue,DrainageAreaMeasure_MeasureUnitCode,HUC8,PFOR2,PWETL2,PURB2,PAGT2
10/16/07,10,16,2007-10-16T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.054,0.054,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
1/9/07,1,9,2007-01-09T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.037,0.037,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
3/28/17,3,28,2017-03-28T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.058,0.058,mg/l as P,Preliminary,14020001,68.9,sq mi,14020001,72.01,0,0,0
8/30/01,8,30,2001-08-30T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.053,0.053,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
8/30/01,8,30,2001-08-30T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.063,0.063,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
4/12/06,4,12,2006-04-12T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.057,0.057,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
7/12/06,7,12,2006-07-12T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.01,0.01,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
11/15/06,11,15,2006-11-15T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.106,0.106,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
5/17/14,5,17,2014-05-17T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,0,,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
6/18/14,6,18,2014-06-18T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.007,0.007,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
6/10/13,6,10,2013-06-10T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.011,0.011,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
3/13/14,3,13,2014-03-13T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,0,,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
6/2/14,6,2,2014-06-02T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,0,,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
7/4/14,7,4,2014-07-04T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,0,,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
8/27/14,8,27,2014-08-27T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.004,0.004,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
7/26/13,7,26,2013-07-26T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.005,0.005,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
6/19/13,6,19,2013-06-19T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.004,0.004,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
5/25/13,5,25,2013-05-25T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.006,0.006,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
6/6/13,6,6,2013-06-06T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.011,0.011,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
2/6/13,2,6,2013-02-06T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,0,,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
7/10/13,7,10,2013-07-10T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.027,0.027,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
5/21/13,5,21,2013-05-21T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.006,0.006,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
7/6/13,7,6,2013-07-06T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.022,0.022,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
7/18/13,7,18,2013-07-18T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.008,0.008,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
4/18/13,4,18,2013-04-18T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,0,,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
11/12/09,11,12,2009-11-12T00:00:00Z,USGS-404417108524900,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.012,0.012,mg/l as P,Accepted,14040106,3183,sq mi,14040106,51.35,0.2,0,0.03
9/24/09,9,24,2009-09-24T00:00:00Z,USGS-404417108524900,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.016,0.016,mg/l as P,Accepted,14040106,3183,sq mi,14040106,51.35,0.2,0,0.03
2/25/09,2,25,2009-02-25T00:00:00Z,USGS-404417108524900,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.013,0.013,mg/l as P,Accepted,14040106,3183,sq mi,14040106,51.35,0.2,0,0.03
11/6/07,11,6,2007-11-06T00:00:00Z,USGS-404417108524900,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.006,0.006,mg/l as P,Accepted,14040106,3183,sq mi,14040106,51.35,0.2,0,0.03
6/21/07,6,21,2007-06-21T00:00:00Z,USGS-404417108524900,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.018,0.018,mg/l as P,Accepted,14040106,3183,sq mi,14040106,51.35,0.2,0,0.03
4/14/10,4,14,2010-04-14T00:00:00Z,USGS-404417108524900,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.056,0.056,mg/l as P,Accepted,14040106,3183,sq mi,14040106,51.35,0.2,0,0.03
7/9/07,7,9,2007-07-09T00:00:00Z,USGS-404417108524900,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.016,0.016,mg/l as P,Accepted,14040106,3183,sq mi,14040106,51.35,0.2,0,0.03
10/28/11,10,28,2011-10-28T00:00:00Z,USGS-404417108524900,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.017,0.017,mg/l as P,Accepted,14040106,3183,sq mi,14040106,51.35,0.2,0,0.03
5/10/11,5,10,2011-05-10T00:00:00Z,USGS-404417108524900,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.05,0.05,mg/l as P,Accepted,14040106,3183,sq mi,14040106,51.35,0.2,0,0.03
9/19/07,9,19,2007-09-19T00:00:00Z,USGS-404417108524900,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.021,0.021,mg/l as P,Accepted,14040106,3183,sq mi,14040106,51.35,0.2,0,0.03
3/22/07,3,22,2007-03-22T00:00:00Z,USGS-404417108524900,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.033,0.033,mg/l as P,Accepted,14040106,3183,sq mi,14040106,51.35,0.2,0,0.03
8/22/11,8,22,2011-08-22T00:00:00Z,USGS-404417108524900,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.033,0.033,mg/l as P,Accepted,14040106,3183,sq mi,14040106,51.35,0.2,0,0.03
6/7/10,6,7,2010-06-07T00:00:00Z,USGS-404417108524900,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.026,0.026,mg/l as P,Accepted,14040106,3183,sq mi,14040106,51.35,0.2,0,0.03
5/15/07,5,15,2007-05-15T00:00:00Z,USGS-404417108524900,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.051,0.051,mg/l as P,Accepted,14040106,3183,sq mi,14040106,51.35,0.2,0,0.03
12/26/06,12,26,2006-12-26T00:00:00Z,USGS-404417108524900,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.01,0.01,mg/l as P,Accepted,14040106,3183,sq mi,14040106,51.35,0.2,0,0.03
2/6/06,2,6,2006-02-06T00:00:00Z,USGS-404417108524900,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.013,0.013,mg/l as P,Accepted,14040106,3183,sq mi,14040106,51.35,0.2,0,0.03
5/18/06,5,18,2006-05-18T00:00:00Z,USGS-404417108524900,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.031,0.031,mg/l as P,Accepted,14040106,3183,sq mi,14040106,51.35,0.2,0,0.03
7/27/06,7,27,2006-07-27T00:00:00Z,USGS-404417108524900,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.012,0.012,mg/l as P,Accepted,14040106,3183,sq mi,14040106,51.35,0.2,0,0.03
8/16/06,8,16,2006-08-16T00:00:00Z,USGS-404417108524900,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.027,0.027,mg/l as P,Accepted,14040106,3183,sq mi,14040106,51.35,0.2,0,0.03
6/27/06,6,27,2006-06-27T00:00:00Z,USGS-404417108524900,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.015,0.015,mg/l as P,Accepted,14040106,3183,sq mi,14040106,51.35,0.2,0,0.03
4/24/06,4,24,2006-04-24T00:00:00Z,USGS-404417108524900,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.019,0.019,mg/l as P,Accepted,14040106,3183,sq mi,14040106,51.35,0.2,0,0.03
7/18/13,7,18,2013-07-18T00:00:00Z,USGS-404417108524900,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.017,0.017,mg/l as P,Accepted,14040106,3183,sq mi,14040106,51.35,0.2,0,0.03
4/24/02,4,24,2002-04-24T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Dissolved,0.009,0.009,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
4/24/02,4,24,2002-04-24T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.026,0.026,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
9/23/08,9,23,2008-09-23T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.102,0.102,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
3/6/12,3,6,2012-03-06T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.088,0.088,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
5/2/12,5,2,2012-05-02T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.014,0.014,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
6/25/08,6,25,2008-06-25T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.064,0.064,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
2/22/16,2,22,2016-02-22T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.036,0.036,mg/l as P,Preliminary,14020001,68.9,sq mi,14020001,72.01,0,0,0
4/7/15,4,7,2015-04-07T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.029,0.029,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
10/5/15,10,5,2015-10-05T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.052,0.052,mg/l as P,Preliminary,14020001,68.9,sq mi,14020001,72.01,0,0,0
5/16/16,5,16,2016-05-16T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.076,0.076,mg/l as P,Preliminary,14020001,68.9,sq mi,14020001,72.01,0,0,0
4/25/16,4,25,2016-04-25T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.042,0.042,mg/l as P,Preliminary,14020001,68.9,sq mi,14020001,72.01,0,0,0
8/20/13,8,20,2013-08-20T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.036,0.036,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
5/19/14,5,19,2014-05-19T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.039,0.039,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
8/14/13,8,14,2013-08-14T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,0,,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
11/19/13,11,19,2013-11-19T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,0,,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
7/3/11,7,3,2011-07-03T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,0,,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
5/26/11,5,26,2011-05-26T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.005,0.005,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
12/2/11,12,2,2011-12-02T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,0,,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
7/7/11,7,7,2011-07-07T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,0,,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
7/19/11,7,19,2011-07-19T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,0,,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
6/29/11,6,29,2011-06-29T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.022,0.022,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
7/27/11,7,27,2011-07-27T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.005,0.005,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
9/14/11,9,14,2011-09-14T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.005,0.005,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
7/11/11,7,11,2011-07-11T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,0,,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
10/27/11,10,27,2011-10-27T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,0,,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
3/29/12,3,29,2012-03-29T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.005,0.005,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
5/9/12,5,9,2012-05-09T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.009,0.009,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
8/29/12,8,29,2012-08-29T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.005,0.005,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
11/26/12,11,26,2012-11-26T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,0,,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
5/17/12,5,17,2012-05-17T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.011,0.011,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
7/1/12,7,1,2012-07-01T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.005,0.005,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
6/7/12,6,7,2012-06-07T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.005,0.005,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
6/19/12,6,19,2012-06-19T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.007,0.007,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
4/3/13,4,3,2013-04-03T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.101,0.101,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
7/21/14,7,21,2014-07-21T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.017,0.017,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
9/4/14,9,4,2014-09-04T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.06,0.06,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
11/16/15,11,16,2015-11-16T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.055,0.055,mg/l as P,Preliminary,14020001,68.9,sq mi,14020001,72.01,0,0,0
1/29/15,1,29,2015-01-29T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.028,0.028,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
3/10/14,3,10,2014-03-10T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.051,0.051,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
7/14/15,7,14,2015-07-14T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.017,0.017,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
6/15/15,6,15,2015-06-15T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.05,0.05,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
8/7/14,8,7,2014-08-07T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.049,0.049,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
11/6/14,11,6,2014-11-06T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.06,0.06,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
4/12/05,4,12,2005-04-12T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.061,0.061,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
9/1/11,9,1,2011-09-01T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.077,0.077,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
12/6/10,12,6,2010-12-06T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.037,0.037,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
3/9/10,3,9,2010-03-09T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.195,0.195,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
7/28/09,7,28,2009-07-28T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.027,0.027,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
10/27/09,10,27,2009-10-27T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.074,0.074,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
5/12/10,5,12,2010-05-12T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.019,0.019,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
7/8/10,7,8,2010-07-08T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.016,0.016,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
5/21/12,5,21,2012-05-21T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.012,0.012,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
6/27/12,6,27,2012-06-27T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.015,0.015,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
6/6/12,6,6,2012-06-06T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.013,0.013,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
6/15/12,6,15,2012-06-15T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.005,0.005,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
7/5/12,7,5,2012-07-05T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.006,0.006,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
10/11/12,10,11,2012-10-11T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,0,,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
5/9/12,5,9,2012-05-09T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,0,,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
5/13/12,5,13,2012-05-13T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.013,0.013,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
2/17/12,2,17,2012-02-17T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,0,,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
7/14/15,7,14,2015-07-14T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.008,0.008,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
6/20/15,6,20,2015-06-20T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.011,0.011,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
5/13/14,5,13,2014-05-13T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.005,0.005,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
5/25/14,5,25,2014-05-25T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.004,0.004,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
6/26/14,6,26,2014-06-26T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.006,0.006,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
5/31/15,5,31,2015-05-31T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.024,0.024,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
7/2/15,7,2,2015-07-02T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.004,0.004,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
6/12/15,6,12,2015-06-12T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.009,0.009,mg/l as P,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
10/21/14,10,21,2014-10-21T00:00:00Z,USGS-09196500,"Stable, normal stage",Routine sample,Not Detected,Phosphorus,Total,,0,,Accepted,14040102,75.8,sq mi,14040102,13.38,0.72,0,0
5/30/16,5,30,2016-05-30T00:00:00Z,USGS-09405500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.018,0.018,mg/l as P,Accepted,15010008,344,sq mi,15010008,70.865,0.03,0.185,1.16
9/6/15,9,6,2015-09-06T00:00:00Z,USGS-09405500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.06,0.06,mg/l as P,Accepted,15010008,344,sq mi,15010008,70.865,0.03,0.185,1.16
4/18/07,4,18,2007-04-18T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.029,0.029,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
12/18/07,12,18,2007-12-18T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.087,0.087,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
1/13/10,1,13,2010-01-13T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.016,0.016,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
2/12/09,2,12,2009-02-12T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.113,0.113,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
3/16/04,3,16,2004-03-16T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.105,0.105,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
8/11/10,8,11,2010-08-11T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.085,0.085,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
1/11/12,1,11,2012-01-11T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.019,0.019,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
8/1/12,8,1,2012-08-01T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.05,0.05,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
6/29/09,6,29,2009-06-29T00:00:00Z,USGS-09111500,"Stable, normal stage",Routine sample,,Phosphorus,Total,0.019,0.019,mg/l as P,Accepted,14020001,68.9,sq mi,14020001,72.01,0,0,0
